segment_variable,group,n,question_number,scale_type,item,mean,pct_1_2,pct_4_5,pct_5,net
Sentiment toward the future (grouped),Positive,105,57,importance,Meeting professional development requirements,3.05,21.0,36.2,3.8,15.2
Sentiment toward the future (grouped),All respondents,431,57,importance,Networking opportunities,3.65,14.2,60.6,25.1,46.4
Sentiment toward the future (grouped),Negative,168,57,importance,Networking opportunities,3.52,17.3,53.6,26.2,36.3
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Networking opportunities,3.63,15.2,62.0,22.8,46.8
Sentiment toward the future (grouped),Positive,105,57,importance,Networking opportunities,3.87,7.6,69.5,26.7,61.9
Sentiment toward the future (grouped),All respondents,431,57,importance,Community development/engagement,3.61,11.8,61.5,18.3,49.7
Sentiment toward the future (grouped),Negative,168,57,importance,Community development/engagement,3.36,17.3,49.4,14.9,32.1
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Community development/engagement,3.6,12.0,63.9,15.2,51.9
Sentiment toward the future (grouped),Positive,105,57,importance,Community development/engagement,4.03,2.9,77.1,28.6,74.3
Sentiment toward the future (grouped),All respondents,431,57,importance,Cost of ticket,3.44,19.5,54.5,17.6,35.0
Sentiment toward the future (grouped),Negative,168,57,importance,Cost of ticket,3.51,19.6,59.5,23.2,39.9
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Cost of ticket,3.37,19.0,51.3,12.7,32.3
Sentiment toward the future (grouped),Positive,105,57,importance,Cost of ticket,3.42,20.0,51.4,16.2,31.4
Sentiment toward the future (grouped),All respondents,431,57,importance,"Cost of attendance (travel, housing, etc.)",3.9,11.4,72.4,34.3,61.0
Sentiment toward the future (grouped),Negative,168,57,importance,"Cost of attendance (travel, housing, etc.)",3.92,11.9,73.2,38.7,61.3
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,"Cost of attendance (travel, housing, etc.)",3.86,12.0,72.8,29.7,60.8
Sentiment toward the future (grouped),Positive,105,57,importance,"Cost of attendance (travel, housing, etc.)",3.94,9.5,70.5,34.3,61.0
Sentiment toward the future (grouped),All respondents,431,59,sentiment,"Right now, how do you generally feel about open source software?",4.16,3.9,81.7,39.4,77.7
Sentiment toward the future (grouped),Negative,168,59,sentiment,"Right now, how do you generally feel about open source software?",3.97,8.3,73.2,33.9,64.9
Sentiment toward the future (grouped),Neutral / unsure,158,59,sentiment,"Right now, how do you generally feel about open source software?",4.15,1.3,82.3,34.2,81.0
Sentiment toward the future (grouped),Positive,105,59,sentiment,"Right now, how do you generally feel about open source software?",4.49,1.0,94.3,56.2,93.3
Sentiment toward the future (grouped),All respondents,431,62,importance,Open source software,4.59,1.2,93.5,68.0,92.3
Sentiment toward the future (grouped),Negative,168,62,importance,Open source software,4.65,1.2,94.0,73.8,92.9
Sentiment toward the future (grouped),Neutral / unsure,158,62,importance,Open source software,4.47,1.3,89.9,59.5,88.6
Sentiment toward the future (grouped),Positive,105,62,importance,Open source software,4.68,1.0,98.1,71.4,97.1
Sentiment toward the future (grouped),All respondents,431,62,importance,Open source values (whatever that means to you)required,4.51,3.2,91.9,64.3,88.6
Sentiment toward the future (grouped),Negative,168,62,importance,Open source values (whatever that means to you)required,4.57,3.6,93.5,69.0,89.9
Sentiment toward the future (grouped),Neutral / unsure,158,62,importance,Open source values (whatever that means to you)required,4.37,4.4,86.1,57.0,81.6
Sentiment toward the future (grouped),Positive,105,62,importance,Open source values (whatever that means to you)required,4.64,1.0,98.1,67.6,97.1
Sentiment toward the future (grouped),All respondents,431,62,importance,The sustainability of open source projects,4.58,1.2,93.3,66.6,92.1
Sentiment toward the future (grouped),Negative,168,62,importance,The sustainability of open source projects,4.6,0.6,93.5,67.9,92.9
Sentiment toward the future (grouped),Neutral / unsure,158,62,importance,The sustainability of open source projects,4.54,1.9,91.1,65.8,89.2
Sentiment toward the future (grouped),Positive,105,62,importance,The sustainability of open source projects,4.6,1.0,96.2,65.7,95.2
Sentiment toward the future (grouped),All respondents,431,62,importance,Open source in WordPress,4.51,2.8,92.1,63.1,89.3
Sentiment toward the future (grouped),Negative,168,62,importance,Open source in WordPress,4.4,4.2,89.3,58.9,85.1
Sentiment toward the future (grouped),Neutral / unsure,158,62,importance,Open source in WordPress,4.49,3.2,90.5,62.7,87.3
Sentiment toward the future (grouped),Positive,105,62,importance,Open source in WordPress,4.7,0.0,99.0,70.5,99.0
Sentiment toward the future (grouped),All respondents,431,62,importance,Open source in AI,3.24,29.2,50.1,27.4,20.9
Sentiment toward the future (grouped),Negative,168,62,importance,Open source in AI,2.84,42.3,38.7,24.4,-3.6
Sentiment toward the future (grouped),Neutral / unsure,158,62,importance,Open source in AI,3.34,25.3,50.6,27.8,25.3
Sentiment toward the future (grouped),Positive,105,62,importance,Open source in AI,3.73,14.3,67.6,31.4,53.3
Sentiment toward the future (grouped),All respondents,431,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.6,46.2,31.1,10.0,-15.1
Sentiment toward the future (grouped),Negative,168,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.05,67.3,20.8,8.3,-46.4
Sentiment toward the future (grouped),Neutral / unsure,158,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.68,39.2,25.9,8.2,-13.3
Sentiment toward the future (grouped),Positive,105,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",3.37,22.9,55.2,15.2,32.4
Sentiment toward the future (grouped),All respondents,431,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.35,49.9,16.9,3.9,-32.9
Sentiment toward the future (grouped),Negative,168,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",1.74,73.8,6.5,1.8,-67.3
Sentiment toward the future (grouped),Neutral / unsure,158,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.44,42.4,12.0,1.9,-30.4
Sentiment toward the future (grouped),Positive,105,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",3.17,22.9,41.0,10.5,18.1
Sentiment toward the future (grouped),All respondents,431,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.7,44.8,34.6,12.5,-10.2
Sentiment toward the future (grouped),Negative,168,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.17,63.7,23.2,11.9,-40.5
Sentiment toward the future (grouped),Neutral / unsure,158,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.78,40.5,32.9,10.1,-7.6
Sentiment toward the future (grouped),Positive,105,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",3.42,21.0,55.2,17.1,34.3
Change in feeling over 24 months,All respondents,431,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.04,37.1,42.0,17.6,4.9
Change in feeling over 24 months,Feels worse than 24 months ago,318,19,agreement,I consider myself to be a contributor to the WordPress open source project.,2.98,39.3,41.8,16.0,2.5
Change in feeling over 24 months,No change,98,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.04,35.7,36.7,18.4,1.0
Change in feeling over 24 months,Feels better than 24 months ago,15,19,agreement,I consider myself to be a contributor to the WordPress open source project.,4.27,0.0,80.0,46.7,80.0
Change in feeling over 24 months,All respondents,431,22,agreement,I consider myself to be a member of the WordPress community.,3.88,12.3,71.5,32.9,59.2
Change in feeling over 24 months,Feels worse than 24 months ago,318,22,agreement,I consider myself to be a member of the WordPress community.,3.88,11.9,72.3,31.8,60.4
Change in feeling over 24 months,No change,98,22,agreement,I consider myself to be a member of the WordPress community.,3.78,15.3,66.3,30.6,51.0
Change in feeling over 24 months,Feels better than 24 months ago,15,22,agreement,I consider myself to be a member of the WordPress community.,4.6,0.0,86.7,73.3,86.7
Change in feeling over 24 months,All respondents,431,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.87,38.1,32.7,4.6,-5.3
Change in feeling over 24 months,Feels worse than 24 months ago,318,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.58,46.5,18.6,0.3,-28.0
Change in feeling over 24 months,No change,98,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",3.59,16.3,70.4,11.2,54.1
Change in feeling over 24 months,Feels better than 24 months ago,15,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",4.4,0.0,86.7,53.3,86.7
Change in feeling over 24 months,All respondents,431,31,sentiment,How do you feel about the future of the WordPress open source project?,2.8,39.0,24.4,5.1,-14.6
Change in feeling over 24 months,Feels worse than 24 months ago,318,31,sentiment,How do you feel about the future of the WordPress open source project?,2.49,49.1,11.3,0.6,-37.7
Change in feeling over 24 months,No change,98,31,sentiment,How do you feel about the future of the WordPress open source project?,3.53,12.2,56.1,11.2,43.9
Change in feeling over 24 months,Feels better than 24 months ago,15,31,sentiment,How do you feel about the future of the WordPress open source project?,4.53,0.0,93.3,60.0,93.3
Change in feeling over 24 months,All respondents,431,34,importance,WordPress open source software,4.58,1.4,94.0,65.4,92.6
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,WordPress open source software,4.55,1.6,93.1,64.2,91.5
Change in feeling over 24 months,No change,98,34,importance,WordPress open source software,4.62,1.0,96.9,66.3,95.9
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,WordPress open source software,4.8,0.0,93.3,86.7,93.3
Change in feeling over 24 months,All respondents,431,34,importance,The WordPress community,4.13,7.0,80.3,41.8,73.3
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,The WordPress community,4.17,5.0,82.4,40.9,77.4
Change in feeling over 24 months,No change,98,34,importance,The WordPress community,3.9,14.3,70.4,38.8,56.1
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,The WordPress community,4.8,0.0,100.0,80.0,100.0
Change in feeling over 24 months,All respondents,431,34,importance,WordPress events and meetups,3.26,26.7,50.1,19.5,23.4
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,WordPress events and meetups,3.25,25.8,49.4,17.6,23.6
Change in feeling over 24 months,No change,98,34,importance,WordPress events and meetups,3.11,33.7,46.9,20.4,13.3
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,WordPress events and meetups,4.4,0.0,86.7,53.3,86.7
Change in feeling over 24 months,All respondents,431,34,importance,Contributing to WordPress,3.31,18.8,45.7,13.9,26.9
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,Contributing to WordPress,3.3,18.6,45.6,11.9,27.0
Change in feeling over 24 months,No change,98,34,importance,Contributing to WordPress,3.22,21.4,42.9,15.3,21.4
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,Contributing to WordPress,4.07,6.7,66.7,46.7,60.0
Change in feeling over 24 months,All respondents,431,34,importance,Open source values,4.48,2.6,90.7,61.9,88.2
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,Open source values,4.47,2.2,89.6,61.0,87.4
Change in feeling over 24 months,No change,98,34,importance,Open source values,4.52,4.1,94.9,64.3,90.8
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,Open source values,4.53,0.0,86.7,66.7,86.7
Change in feeling over 24 months,All respondents,431,34,importance,AI in WordPress,2.47,52.7,29.0,12.8,-23.7
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,AI in WordPress,2.37,55.3,25.5,11.3,-29.9
Change in feeling over 24 months,No change,98,34,importance,AI in WordPress,2.6,49.0,34.7,14.3,-14.3
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,AI in WordPress,3.73,20.0,66.7,33.3,46.7
Change in feeling over 24 months,All respondents,431,34,importance,Security in WordPress,4.68,1.4,95.1,75.6,93.7
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,Security in WordPress,4.68,1.3,94.7,76.1,93.4
Change in feeling over 24 months,No change,98,34,importance,Security in WordPress,4.7,2.0,96.9,76.5,94.9
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,Security in WordPress,4.53,0.0,93.3,60.0,93.3
Change in feeling over 24 months,All respondents,431,34,importance,Web standards and compliance,4.57,1.6,93.7,65.9,92.1
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,Web standards and compliance,4.55,1.9,93.4,64.8,91.5
Change in feeling over 24 months,No change,98,34,importance,Web standards and compliance,4.64,1.0,94.9,71.4,93.9
Change in feeling over 24 months,Feels better than 24 months ago,15,34,importance,Web standards and compliance,4.47,0.0,93.3,53.3,93.3
Change in feeling over 24 months,All respondents,431,34,importance,WordPress leadership,4.04,8.1,73.8,43.4,65.7
Change in feeling over 24 months,Feels worse than 24 months ago,318,34,importance,WordPress leadership,4.15,6.9,78.0,47.8,71.1
Change in feeling over 24 months,No change,98,34,importance,WordPress leadership,3.65,12.2,58.2,28.6,45.9
